Ticker,Quandl_Code,Name,Exchange,Last Trade Date
MFA.P.C,EOD/MFA_P_C,MFA Financial Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,NYSE,3/19/2020
MFAC,EOD/MFAC,Megalith Financial Acquisition Corp. Class A,NYSE,3/19/2020
MFAC.U,EOD/MFAC_U,Megalith Financial Acquisition Corp. Units each consisting of one share of Class A common stock $0.0001 par value and one redeemable warrant,NYSE,3/19/2020
MFAC.WS,EOD/MFAC_WS,Megalith Financial Acquisition Corp. Warrants each warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50,NYSE,3/19/2020
MFC,EOD/MFC,Manulife Financial Corporation,NYSE,3/19/2020
MFD,EOD/MFD,Macquarie First Trust Global,NYSE,3/19/2020
MFDX,EOD/MFDX,PIMCO Equitiy Series RAFI Dynamic Multi-Factor International Equity,NYSE Arca,3/19/2020
MFEM,EOD/MFEM,PIMCO Equitiy Series RAFI Dynamic Multi-Factor Emerging Markets Equity,NYSE Arca,3/19/2020
MFG,EOD/MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),NYSE,3/19/2020
MFGP,EOD/MFGP,Micro Focus Intl PLC ADS each representing One Ord Sh,NYSE,3/19/2020
MFH,EOD/JMU,JMU Limited,NASDAQ,3/19/2020
MFIN,EOD/MFIN,Medallion Financial Corp.,NASDAQ,3/19/2020
MFINL,EOD/MFINL,Medallion Financial Corp. 9.000% Notes due 2021,NASDAQ,3/19/2020
MFL,EOD/MFL,Blackrock MuniHoldings Investment Quality Fund of Beneficial Interest,NYSE,3/19/2020
MFM,EOD/MFM,MFS Municipal Income Trust,NYSE,3/19/2020
MFNC,EOD/MFNC,Mackinac Financial Corporation,NASDAQ,3/19/2020
MFO,EOD/MFO,MFA Financial Inc. 8.00% Senior Notes due 2042,NYSE,3/19/2020
MFSF,EOD/MFSF,MutualFirst Financial Inc.,NASDAQ,3/19/2020
MFT,EOD/MFT,Blackrock MuniYield Investment Quality Fund of Beneficial Interest,NYSE,3/19/2020
MFUS,EOD/MFUS,PIMCO Equitiy Series RAFI Dynamic Multi-Factor U.S. Equity,NYSE Arca,3/19/2020
MFV,EOD/MFV,MFS Special Value Trust,NYSE,3/19/2020
MG,EOD/MG,Mistras Group Inc,NYSE,3/19/2020
MGA,EOD/MGA,Magna International Inc.,NYSE,3/19/2020
MGC,EOD/MGC,Vanguard Mega Cap,NYSE Arca,3/19/2020
MGEE,EOD/MGEE,MGE Energy Inc.,NASDAQ,3/19/2020
MGEN,EOD/MGEN,Miragen Therapeutics Inc.,NASDAQ,3/19/2020
MGF,EOD/MGF,MFS Government Markets Income Trust,NYSE,3/19/2020
MGI,EOD/MGI,Moneygram International Inc.,NASDAQ,3/19/2020
MGIC,EOD/MGIC,Magic Software Enterprises Ltd.,NASDAQ,3/19/2020
MGK,EOD/MGK,Vanguard Mega Cap Growth,NYSE Arca,3/19/2020
MGLN,EOD/MGLN,Magellan Health Inc.,NASDAQ,3/19/2020
MGM,EOD/MGM,MGM Resorts International,NYSE,3/19/2020
MGNX,EOD/MGNX,MacroGenics Inc.,NASDAQ,3/19/2020
MGP,EOD/MGP,MGM Growth Properties LLC Class A representing limited liability company interests,NYSE,3/19/2020
MGPI,EOD/MGPI,MGP Ingredients Inc.,NASDAQ,3/19/2020
MGR,EOD/MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,NYSE,3/19/2020
MGRC,EOD/MGRC,McGrath RentCorp,NASDAQ,3/19/2020
MGTA,EOD/MGTA,Magenta Therapeutics Inc.,NASDAQ,3/19/2020
MGTX,EOD/MGTX,MeiraGTx Holdings plc,NASDAQ,3/19/2020
MGU,EOD/MGU,Macquarie Global Infrastructure Total Return Fund Inc.,NYSE,3/19/2020
MGV,EOD/MGV,Vanguard Mega Cap Value,NYSE Arca,3/19/2020
MGY,EOD/MGY,Magnolia Oil & Gas Corporation Class A,NYSE,3/19/2020
MGYR,EOD/MGYR,Magyar Bancorp Inc.,NASDAQ,3/19/2020
MH.P.A,EOD/MH_P_A,Maiden Holdings Ltd. Pref Shs Ser A (Bermuda),NYSE,3/19/2020
MH.P.C,EOD/MH_P_C,Maiden Holdings North America Ltd. 7.125% Non-Cumulative Preference Shares Series C,NYSE,3/19/2020
MH.P.D,EOD/MH_P_D,Maiden Holdings Ltd. 6.700% Non-Cumulative Preference Shares Series D,NYSE,3/19/2020
MHD,EOD/MHD,Blackrock MuniHoldings Fund Inc.,NYSE,3/19/2020
MHE,EOD/MHE,BlackRock Massachusetts Tax-Exempt Trust,NYSE MKT,3/19/2020
MHF,EOD/MHF,Western Asset Municipal High Income Fund Inc.,NYSE,3/19/2020
MHH,EOD/MHH,Mastech Digital Inc,NYSE MKT,3/19/2020
MHI,EOD/MHI,Pioneer Municipal High Income Trust of Beneficial Interest,NYSE,3/19/2020
MHK,EOD/MHK,Mohawk Industries Inc.,NYSE,3/19/2020
MHLA,EOD/MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,NYSE,3/19/2020
MHLD,EOD/MHLD,Maiden Holdings Ltd.,NASDAQ,3/19/2020
MHN,EOD/MHN,Blackrock MuniHoldings New York Quality Fund Inc.,NYSE,3/19/2020
MHNC,EOD/MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,NYSE,3/19/2020
MHO,EOD/MHO,M/I Homes Inc.,NYSE,3/19/2020
MIC,EOD/MIC,Macquarie Infrastructure Corporation,NYSE,3/19/2020
MICR,EOD/MICR,Micron Solutions Inc.,NYSE MKT,3/19/2020
MICT,EOD/MICT,MICT Inc.,NASDAQ,3/19/2020
MIDD,EOD/MIDD,The Middleby Corporation,NASDAQ,3/19/2020
MIDF,EOD/MIDF,iShares Edge MSCI Multifactor USA Mid-Cap,NYSE Arca,3/19/2020
MIDU,EOD/MIDU,Direxion Mid Cap Bull 3X Shares,NYSE Arca,3/19/2020
MIDZ,EOD/MIDZ,Direxion Mid Cap Bear 3X Shares,NYSE Arca,3/19/2020
MIE,EOD/MIE,Cohen & Steers MLP Income and Energy Opportunity Fund Inc.,NYSE,3/19/2020
MIK,EOD/MIK,The Michaels Companies Inc.,NASDAQ,3/19/2020
MILN,EOD/MILN,Global X Millennials Thematic ETF,NASDAQ,3/19/2020
MIME,EOD/MIME,Mimecast Limited,NASDAQ,3/19/2020
MIN,EOD/MIN,MFS Intermediate Income Trust,NYSE,3/19/2020
MINC,EOD/MINC,AdvisorShares Newfleet Multi-sector Income,NYSE Arca,3/19/2020
MIND,EOD/MIND,Mitcham Industries Inc.,NASDAQ,3/19/2020
MINDP,EOD/MINDP,Mitcham Industries Inc. Series A 9.00% Series A Cumulative Preferred Stock,NASDAQ,3/19/2020
MINI,EOD/MINI,Mobile Mini Inc.,NASDAQ,3/19/2020
MINT,EOD/MINT,PIMCO Enhanced Short Maturity Active Exchange-Traded Fund,NYSE Arca,3/19/2020
MIRM,EOD/MIRM,Mirum Pharmaceuticals Inc.,NASDAQ,3/19/2020
MIST,EOD/MIST,Milestone Pharmaceuticals Inc.,NASDAQ,3/19/2020
MITK,EOD/MITK,Mitek Systems Inc.,NASDAQ,3/19/2020
MITO,EOD/MITO,Stealth BioTherapeutics Corp.,NASDAQ,3/19/2020
MITT,EOD/MITT,AG Mortgage Investment Trust Inc.,NYSE,3/19/2020
MITT.P.A,EOD/MITT_P_A,AG Mortgage Investment Trust Inc. 8.25% Preferred Series A,NYSE,3/19/2020
MITT.P.B,EOD/MITT_P_B,AG Mortgage Investment Trust Inc. Preferred Series B,NYSE,3/19/2020
MITT.P.C,EOD/MITT_P_C,AG Mortgage Investment Trust Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,NYSE,3/19/2020
MIXT,EOD/MIXT,MiX Telematics Limited American Depositary Shares each representing 25,NYSE,3/19/2020
MIY,EOD/MIY,Blackrock MuniYield Michigan Quality Fund Inc.,NYSE,3/19/2020
MJ,EOD/MJ,ETFMG Alternative Harvest,NYSE Arca,3/19/2020
MJCO,EOD/MJCO,Majesco,NYSE MKT,3/19/2020
MJJ,EOD/MJJ,MicroSectors Cannabis ETNs,NYSE Arca,3/19/2020
MJO,EOD/MJO,MicroSectors Cannabis 2X Leveraged ETNs,NYSE Arca,3/19/2020
MKC,EOD/MKC,McCormick & Company Incorporated,NYSE,3/19/2020
MKC.V,EOD/MKC_V,McCormick & Company Incorporated,NYSE,3/19/2020
MKD,EOD/MKD,Molecular Data Inc.,NASDAQ,3/19/2020
MKGI,EOD/MKGI,Monaker Group Inc.,NASDAQ,3/19/2020
MKL,EOD/MKL,Markel Corporation,NYSE,3/19/2020
MKSI,EOD/MKSI,MKS Instruments Inc.,NASDAQ,3/19/2020
MKTX,EOD/MKTX,MarketAxess Holdings Inc.,NASDAQ,3/19/2020
MLAB,EOD/MLAB,Mesa Laboratories Inc.,NASDAQ,3/19/2020
MLCO,EOD/MLCO,Melco Resorts & Entertainment Limited,NASDAQ,3/19/2020
MLHR,EOD/MLHR,Herman Miller Inc.,NASDAQ,3/19/2020
MLI,EOD/MLI,Mueller Industries Inc.,NYSE,3/19/2020
MLM,EOD/MLM,Martin Marietta Materials Inc.,NYSE,3/19/2020
MLND,EOD/MLND,Millendo Therapeutics Inc.,NASDAQ,3/19/2020
MLNX,EOD/MLNX,Mellanox Technologies Ltd.,NASDAQ,3/19/2020
MLP,EOD/MLP,Maui Land & Pineapple Company Inc.,NYSE,3/19/2020
MLPA,EOD/MLPA,Global X MLP,NYSE Arca,3/19/2020
MLPB,EOD/MLPB,ETRACS Alerian MLP Infrastructure Index ETN Series B due April 2 2040,NYSE Arca,3/19/2020
MLPC,EOD/MLPC,C-Tracks ETNs based on Performance of the Miller/Howard MLP Fundamental Index,NYSE Arca,3/19/2020
MLPE,EOD/MLPE,C-Tracks ETN on Miller/Howard Fundamental MLP Index Series B Due July 13 2026,NYSE Arca,3/19/2020
MLPG,EOD/MLPG,UBS AG Exchange Traded Access Securities (E-TRACS) Linked to the Alerian Natural Gas MLP Index due July 9 2040,NYSE Arca,3/19/2020
MLPI,EOD/MLPI,UBS AG ETN,NYSE Arca,3/19/2020
MLPO,EOD/MLPO,Credit Suisse Group Exchange Traded Notes due December 4 2034 Linked to the S&P MLP Index,NYSE Arca,3/19/2020
MLPQ,EOD/MLPQ,UBS AG ETRACS 2xMonthly Leveraged Alerian MLP Infrastructure Index ETN Series B due February 12 2046,NYSE Arca,3/18/2020
MLPX,EOD/MLPX,Global X MLP & Energy Infrastructure,NYSE Arca,3/19/2020
MLPY,EOD/MLPY,Morgan Stanley Cushing MLP High Income Index ETN,NYSE Arca,3/19/2020
MLPZ,EOD/MLPZ,UBS AG ETRACS ETRACS 2xMonthly Leveraged S&P MLP Index ETN Series B due February 12 2046,NYSE Arca,3/19/2020
MLR,EOD/MLR,Miller Industries Inc.,NYSE,3/19/2020
MLSS,EOD/MLSS,Milestone Scientific Inc.,NYSE MKT,3/19/2020
MLTI,EOD/MLTI,Credit Suisse X-Links Multi-Asset High Income Exchange Traded Notes (ETNs) due September 28 2035,NYSE Arca,3/19/2020
MLVF,EOD/MLVF,Malvern Bancorp Inc.,NASDAQ,3/19/2020
MMAC,EOD/MMAC,MMA Capital Holdings Inc.,NASDAQ,3/19/2020
MMC,EOD/MMC,Marsh & McLennan Companies Inc.,NYSE,3/19/2020
MMD,EOD/MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,NYSE,3/19/2020
MMI,EOD/MMI,Marcus & Millichap Inc.,NYSE,3/19/2020
MMIN,EOD/MMIN,IQ MacKay Municipal Insured,NYSE Arca,3/19/2020
MMIT,EOD/MMIT,IQ MacKay Municipal Intermediate,NYSE Arca,3/19/2020
MMLP,EOD/MMLP,Martin Midstream Partners L.P.,NASDAQ,3/19/2020
MMM,EOD/MMM,3M Company,NYSE,3/19/2020
MMP,EOD/MMP,Magellan Midstream Partners L.P. Limited Partnership,NYSE,3/19/2020
MMS,EOD/MMS,Maximus Inc.,NYSE,3/19/2020
MMSI,EOD/MMSI,Merit Medical Systems Inc.,NASDAQ,3/19/2020
MMT,EOD/MMT,MFS Multimarket Income Trust,NYSE,3/19/2020
MMTM,EOD/MMTM,SPDR S&P 1500 Momentum Tilt,NYSE Arca,3/19/2020
MMU,EOD/MMU,Western Asset Managed Municipals Fund Inc.,NYSE,3/19/2020
MMX,EOD/MMX,Maverix Metals Inc.,NYSE MKT,3/19/2020
MMYT,EOD/MMYT,MakeMyTrip Limited,NASDAQ,3/19/2020
MN,EOD/MN,Manning & Napier Inc. Class A,NYSE,3/19/2020
MNA,EOD/MNA,IQ Merger Arbitrage,NYSE Arca,3/19/2020
MNCL,EOD/MNCL,Monocle Acquisition Corporation,NASDAQ,3/19/2020
MNCLU,EOD/MNCLU,Monocle Acquisition Corporation Units,NASDAQ,3/17/2020
MNCLW,EOD/MNCLW,Monocle Acquisition Corporation Warrants,NASDAQ,3/19/2020
MNDO,EOD/MNDO,MIND C.T.I. Ltd.,NASDAQ,3/19/2020
MNE,EOD/MNE,Blackrock Muni New York Intermediate Duration Fund Inc,NYSE,3/19/2020
MNIQQ,EOD/MNI,McClatchy Company (The),NYSE,2/12/2020
MNK,EOD/MNK,Mallinckrodt plc,NYSE,3/19/2020
MNKD,EOD/MNKD,MannKind Corporation,NASDAQ,3/19/2020
MNLO,EOD/MNLO,Menlo Therapeutics Inc.,NASDAQ,3/19/2020
MNOV,EOD/MNOV,MediciNova Inc.,NASDAQ,3/19/2020
MNP,EOD/MNP,Western Asset Municipal Partners Fund Inc.,NYSE,3/19/2020
MNPR,EOD/MNPR,Monopar Therapeutics Inc.,NASDAQ,3/19/2020
MNR,EOD/MNR,Monmouth Real Estate Investment Corporation Class A,NYSE,3/19/2020
MNR.P.C,EOD/MNR_P_C,Monmouth Real Estate Investment Corporation 6.125% Series C Cumulative Redeemable Preferred Stock,NYSE,3/19/2020
MNRL,EOD/MNRL,Brigham Minerals Inc. Class A,NYSE,3/19/2020
MNRO,EOD/MNRO,Monro Inc.,NASDAQ,3/19/2020
MNSB,EOD/MNSB,MainStreet Bancshares Inc.,NASDAQ,3/19/2020
MNST,EOD/MNST,Monster Beverage Corporation,NASDAQ,3/19/2020
MNTA,EOD/MNTA,Momenta Pharmaceuticals Inc.,NASDAQ,3/19/2020
MNTX,EOD/MNTX,Manitex International Inc.,NASDAQ,3/19/2020
MO,EOD/MO,Altria Group Inc.,NYSE,3/19/2020
MOBL,EOD/MOBL,MobileIron Inc.,NASDAQ,3/19/2020
MOD,EOD/MOD,Modine Manufacturing Company,NYSE,3/19/2020
MODN,EOD/MODN,Model N Inc.,NYSE,3/19/2020
MOFG,EOD/MOFG,MidWestOne Financial Group Inc.,NASDAQ,3/19/2020
MOG.A,EOD/MOG_A,Moog Inc. Class A,NYSE,3/19/2020
MOG.B,EOD/MOG_B,Moog Inc. Class B,NYSE,3/19/2020
MOGO,EOD/MOGO,Mogo Inc.,NASDAQ,3/19/2020
MOGU,EOD/MOGU,MOGU Inc. American Depositary Shares (each representing 25 Class A),NYSE,3/19/2020
MOH,EOD/MOH,Molina Healthcare Inc,NYSE,3/19/2020
MOHO,EOD/MOHO,ECMOHO Limited,NASDAQ,3/19/2020
MOM,EOD/MOM,AGFiQ U.S. Market Neutral Momentum Fund,NYSE Arca,3/19/2020
MOMO,EOD/MOMO,Momo Inc.,NASDAQ,3/19/2020
MOO,EOD/MOO,VanEck Vectors Agribusiness,NYSE Arca,3/19/2020
MOR,EOD/MOR,MorphoSys AG,NYSE Arca,3/19/2020
MORF,EOD/MORF,Morphic Holding Inc.,NASDAQ,3/19/2020
MORL,EOD/MORL,ETRACS Monthly Pay 2XLeveraged Mortgage REIT ETN,NYSE Arca,3/19/2020
MORN,EOD/MORN,Morningstar Inc.,NASDAQ,3/19/2020
MORT,EOD/MORT,VanEck Vectors Mortgage REIT Income,NYSE Arca,3/19/2020
MOS,EOD/MOS,Mosaic Company (The),NYSE,3/19/2020
MOSY,EOD/MOSY,MoSys Inc.,NASDAQ,3/19/2020
MOTO,EOD/MOTO,SmartETFs Smart Transportation & Technology,NYSE Arca,3/19/2020
MOTS,EOD/MOTS,Motus GI Holdings Inc.,NASDAQ,3/19/2020
MOV,EOD/MOV,Movado Group Inc.,NYSE,3/19/2020
MOXC,EOD/MOXC,Moxian Inc.,NASDAQ,3/19/2020
MPA,EOD/MPA,Blackrock MuniYield Pennsylvania Quality Fund,NYSE,3/19/2020
MPAA,EOD/MPAA,Motorcar Parts of America Inc.,NASDAQ,3/19/2020
MPB,EOD/MPB,Mid Penn Bancorp,NASDAQ,3/19/2020
MPC,EOD/MPC,Marathon Petroleum Corporation,NYSE,3/19/2020
MPLX,EOD/MPLX,MPLX LP Representing Limited Partner Interests,NYSE,3/19/2020
MPV,EOD/MPV,Barings Participation Investors,NYSE,3/19/2020
MPVDF,EOD/MPVD,Mountain Province Diamonds Inc.,NYSE MKT,2/10/2020
MPW,EOD/MPW,Medical Properties Trust Inc.,NYSE,3/19/2020
MPWR,EOD/MPWR,Monolithic Power Systems Inc.,NASDAQ,3/19/2020
MPX,EOD/MPX,Marine Products Corporation,NYSE,3/19/2020
MQT,EOD/MQT,Blackrock MuniYield Quality Fund II Inc.,NYSE,3/19/2020
MQY,EOD/MQY,Blackrock MuniYield Quality Fund Inc.,NYSE,3/19/2020
MR,EOD/MR,Montage Resources Corporation,NYSE,3/19/2020
MRAM,EOD/MRAM,Everspin Technologies Inc.,NASDAQ,3/19/2020
MRBK,EOD/MRBK,Meridian Corporation,NASDAQ,3/19/2020
MRC,EOD/MRC,MRC Global Inc.,NYSE,3/19/2020
MRCC,EOD/MRCC,Monroe Capital Corporation,NASDAQ,3/19/2020
MRCCL,EOD/MRCCL,Monroe Capital Corporation 5.75% Notes due 2023,NASDAQ,3/19/2020
MRCY,EOD/MRCY,Mercury Systems Inc,NASDAQ,3/19/2020
MREO,EOD/MREO,Mereo BioPharma Group plc,NASDAQ,3/19/2020
MRIN,EOD/MRIN,Marin Software Incorporated,NYSE,3/19/2020
MRK,EOD/MRK,Merck & Company Inc. (new),NYSE,3/19/2020
MRKR,EOD/MRKR,Marker Therapeutics Inc.,NASDAQ,3/19/2020
MRLN,EOD/MRLN,Marlin Business Services Corp.,NASDAQ,3/19/2020
MRNA,EOD/MRNA,Moderna Inc.,NASDAQ,3/19/2020
MRNS,EOD/MRNS,Marinus Pharmaceuticals Inc.,NASDAQ,3/19/2020
MRO,EOD/MRO,Marathon Oil Corporation,NYSE,3/19/2020
MRRL,EOD/MRRL,ETRACS Monthly Pay 2xLeveraged Mortgage REIT ETN Series B due October 16 2042,NYSE Arca,3/19/2020
MRSN,EOD/MRSN,Mersana Therapeutics Inc.,NASDAQ,3/19/2020
MRTN,EOD/MRTN,Marten Transport Ltd.,NASDAQ,3/19/2020
MRTX,EOD/MRTX,Mirati Therapeutics Inc.,NASDAQ,3/19/2020
MRUS,EOD/MRUS,Merus N.V.,NASDAQ,3/19/2020
MRVL,EOD/MRVL,Marvell Technology Group Ltd.,NASDAQ,3/19/2020
MS,EOD/MS,Morgan Stanley,NYSE,3/19/2020
MS.P.A,EOD/MS_P_A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,NYSE,3/19/2020
MS.P.E,EOD/MS_P_E,Morgan Stanley DEPOSITARY SHARES SERIES E,NYSE,3/19/2020
MS.P.F,EOD/MS_P_F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,NYSE,3/19/2020
MS.P.I,EOD/MS_P_I,Morgan Stanley Depository Shares Series 1,NYSE,3/19/2020
MS.P.K,EOD/MS_P_K,Morgan Stanley Depositary Shares Series K,NYSE,3/19/2020
MS.P.L,EOD/MS_P_L,Morgan Stanley Depositary Shares Series L,NYSE,3/19/2020
MSA,EOD/MSA,MSA Safety Incorporated,NYSE,3/19/2020
MSB,EOD/MSB,Mesabi Trust,NYSE,3/19/2020
MSBF,EOD/MSBF,MSB Financial Corp.,NASDAQ,3/19/2020
MSBI,EOD/MSBI,Midland States Bancorp Inc.,NASDAQ,3/19/2020
MSC,EOD/MSC,Studio City International Holdings Limited American depositary shares each representing four Class A,NYSE,3/18/2020
MSCI,EOD/MSCI,MSCI Inc,NYSE,3/19/2020
MSD,EOD/MSD,Morgan Stanley Emerging Markets Debt Fund Inc.,NYSE,3/19/2020
MSEX,EOD/MSEX,Middlesex Water Company,NASDAQ,3/19/2020
MSFT,EOD/MSFT,Microsoft Corporation,NASDAQ,3/19/2020
MSG,EOD/MSG,The Madison Square Garden Company Class A (New),NASDAQ,3/19/2020
MSGN,EOD/MSGN,MSG Networks Inc.,NYSE,3/19/2020
MSI,EOD/MSI,Motorola Solutions Inc.,NYSE,3/19/2020
MSM,EOD/MSM,MSC Industrial Direct Company Inc.,NYSE,3/19/2020
MSN,EOD/MSN,Emerson Radio Corporation,NYSE MKT,3/19/2020
MSON,EOD/MSON,MISONIX Inc.,NASDAQ,3/19/2020
MSTR,EOD/MSTR,MicroStrategy Incorporated,NASDAQ,3/19/2020
MSVB,EOD/MSVB,Mid-Southern Bancorp Inc.,NASDAQ,3/19/2020
MT,EOD/MT,Arcelor Mittal NY Registry Shares NEW,NYSE,3/19/2020
MTA,EOD/MTA,Metalla Royalty and Streaming Ltd - Ordinary Shares,NYSE MKT,3/19/2020
MTB,EOD/MTB,M&T Bank Corporation,NYSE,3/19/2020
MTBC,EOD/MTBC,MTBC Inc.,NASDAQ,3/19/2020
MTBCP,EOD/MTBCP,MTBC Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,NASDAQ,3/19/2020
MTC,EOD/MTC,MMTec Inc.,NASDAQ,3/19/2020
MTCH,EOD/MTCH,Match Group Inc.,NASDAQ,3/19/2020
MTD,EOD/MTD,Mettler-Toledo International Inc.,NYSE,3/19/2020
MTDR,EOD/MTDR,Matador Resources Company,NYSE,3/19/2020
MTEM,EOD/MTEM,Molecular Templates Inc.,NASDAQ,3/19/2020
MTEST,EOD/MTEST,MTEST,NYSE,3/17/2020
MTEX,EOD/MTEX,Mannatech Incorporated,NASDAQ,3/19/2020
MTG,EOD/MTG,MGIC Investment Corporation,NYSE,3/19/2020
MTGP,EOD/MTGP,WisdomTree Mortgage Plus Bond Fund,NYSE Arca,3/19/2020
MTH,EOD/MTH,Meritage Homes Corporation,NYSE,3/19/2020
MTL,EOD/MTL,Mechel PAO American Depositary Shares (Each rep. 1),NYSE,3/19/2020
MTL.P,EOD/MTL_P,Mechel PAO American Depositary Shares (each representing one-half of a Preferred Share),NYSE,3/19/2020
MTLS,EOD/MTLS,Materialise NV,NASDAQ,3/19/2020
MTN,EOD/MTN,Vail Resorts Inc.,NYSE,3/19/2020
MTNB,EOD/MTNB,Matinas Biopharma Holdings Inc.,NYSE,3/19/2020
MTOR,EOD/MTOR,Meritor Inc.,NYSE,3/19/2020
MTP,EOD/MTP,Midatech Pharma PLC,NYSE,3/19/2020
MTR,EOD/MTR,Mesa Royalty Trust,NYSE,3/19/2020
MTRN,EOD/MTRN,Materion Corporation,NYSE,3/19/2020
MTRX,EOD/MTRX,Matrix Service Company,NASDAQ,3/19/2020
MTSC,EOD/MTSC,MTS Systems Corporation,NASDAQ,3/19/2020
MTSI,EOD/MTSI,MACOM Technology Solutions Holdings Inc.,NASDAQ,3/19/2020
MTSL,EOD/MTSL,MER Telemanagement Solutions Ltd.,NASDAQ,3/19/2020
MTT,EOD/MTT,Western Asset Municipal Defined Opportunity Trust Inc,NYSE,3/19/2020
MTW,EOD/MTW,Manitowoc Company Inc. (The),NYSE,3/19/2020
MTX,EOD/MTX,Minerals Technologies Inc.,NYSE,3/19/2020
MTZ,EOD/MTZ,MasTec Inc.,NYSE,3/19/2020
MU,EOD/MU,Micron Technology Inc.,NASDAQ,3/19/2020
MUA,EOD/MUA,Blackrock MuniAssets Fund Inc,NYSE,3/19/2020
MUB,EOD/MUB,iShares National Muni Bond,NYSE Arca,3/19/2020
MUC,EOD/MUC,Blackrock MuniHoldings California Quality Fund Inc.,NYSE,3/19/2020
MUDS,EOD/MUDS,Mudrick Capital Acquisition Corporation,NASDAQ,3/19/2020
MUDSU,EOD/MUDSU,Mudrick Capital Acquisition Corporation Unit,NASDAQ,3/19/2020
MUDSW,EOD/MUDSW,Mudrick Capital Acquisition Corporation Warrant,NASDAQ,3/17/2020
MUE,EOD/MUE,Blackrock MuniHoldings Quality Fund II Inc.,NYSE,3/19/2020
MUFG,EOD/MUFG,Mitsubishi UFJ Financial Group Inc.,NYSE,3/19/2020
MUH,EOD/MUH,Blackrock MuniHoldings Fund II Inc.,NYSE,3/19/2020
MUI,EOD/MUI,Blackrock Muni Intermediate Duration Fund Inc,NYSE,3/19/2020
MUJ,EOD/MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc.,NYSE,3/19/2020
MUNI,EOD/MUNI,PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund,NYSE Arca,3/19/2020
MUR,EOD/MUR,Murphy Oil Corporation,NYSE,3/19/2020
MUS,EOD/MUS,Blackrock MuniHoldings Quality Fund Inc,NYSE,3/19/2020
MUSA,EOD/MUSA,Murphy USA Inc.,NYSE,3/19/2020
MUST,EOD/MUST,Columbia Multi-Sector Municipal Income,NYSE Arca,3/19/2020
MUTE,EOD/MUTE,Direxion Daily Communication Services Index Bear 3X Shares,NYSE Arca,3/19/2020
MUX,EOD/MUX,McEwen Mining Inc.,NYSE,3/19/2020
MVBF,EOD/MVBF,MVB Financial Corp.,NASDAQ,3/19/2020
MVC,EOD/MVC,MVC Capital Inc.,NYSE,3/19/2020
MVCD,EOD/MVCD,MVC Capital Inc. 6.25% Senior Notes due 2022,NYSE,3/19/2020
MVF,EOD/MVF,Blackrock MuniVest Fund Inc.,NYSE MKT,3/19/2020
MVIN,EOD/MVIN,Natixis ETF Trust,NYSE Arca,3/19/2020
MVIS,EOD/MVIS,MicroVision Inc.,NASDAQ,3/19/2020
MVO,EOD/MVO,MV Oil Trust,NYSE,3/19/2020
MVT,EOD/MVT,Blackrock MuniVest Fund II Inc.,NYSE,3/19/2020
MVV,EOD/MVV,ProShares Ultra MidCap400,NYSE Arca,3/19/2020
MWA,EOD/MWA,MUELLER WATER PRODUCTS,NYSE,3/19/2020
MWK,EOD/MWK,Mohawk Group Holdings Inc.,NASDAQ,3/19/2020
MX,EOD/MX,MagnaChip Semiconductor Corporation,NYSE,3/19/2020
MXC,EOD/MXC,Mexco Energy Corporation,NYSE MKT,3/19/2020
MXDE,EOD/MXDE,Nationwide Maximum Diversification Emerging Markets Core Equity,NYSE Arca,3/19/2020
MXDU,EOD/MXDU,Nationwide Maximum Diversification U.S. Core Equity,NYSE Arca,3/19/2020
MXE,EOD/MXE,Mexico Equity and Income Fund Inc. (The),NYSE,3/19/2020
MXF,EOD/MXF,Mexico Fund Inc. (The),NYSE,3/19/2020
MXI,EOD/MXI,iShares Global Materials,NYSE Arca,3/19/2020
MXIM,EOD/MXIM,Maxim Integrated Products Inc.,NASDAQ,3/19/2020
MXL,EOD/MXL,MaxLinear Inc.,NYSE,3/19/2020
MYC,EOD/MYC,Blackrock MuniYield California Fund Inc.,NYSE,3/19/2020
MYD,EOD/MYD,Blackrock MuniYield Fund Inc.,NYSE,3/19/2020
MYE,EOD/MYE,Myers Industries Inc.,NYSE,3/19/2020
MYF,EOD/MYF,Blackrock MuniYield Investment Fund,NYSE,3/19/2020
MYFW,EOD/MYFW,First Western Financial Inc.,NASDAQ,3/19/2020
MYGN,EOD/MYGN,Myriad Genetics Inc.,NASDAQ,3/19/2020
MYI,EOD/MYI,Blackrock MuniYield Quality Fund III Inc,NYSE,3/19/2020
